PassengerID,PassengerName,MemberStatus,Age,Gender,AmountSpent,Address,ContactTitle,Phone
10190,Royston Guan,Silver,,M,261.60,Thomson Ridge Estate 237 Upper Thomson Road Singapore 574368,Mr,91178229
10191,Thomas Chen,Bronze,,M,64.80,Lorong 4 Toa Payoh Block 93 Market And Food Centre 93 Lorong 4 Toa Payoh #01-154 Singapore 310093,Mr,88982748
10192,Christopher Thia,Silver,,M,212.90,Blk 164 Bt Merah Central Singapore 150164,Mr,89063683
10193,Frederick Jiang,Bronze,,M,97.80,"420 North Bridge Road, , 04-32 North Bridge Centre Singapore 188727",Mr,91960089
10194,Stanley Kwee,Gold,,M,1389.60,Furama City Centre 60 Eu Tong Sen Street #02-02 Singapore 59804,Mr,87906057
10195,David Teng,Gold,,M,686.90,100 Jalan Sultan #03-24 Sultan Plaza Singapore 199001,Mr,87189028
10196,Constance Xin,Gold,,F,542.30,19 Link Road Singapore 619035,Ms,91289576
10197,Barry Tian,Silver,,M,340.20,4 Tampines Central 5 B1-28 Tampines Mall Singapore 529510,Mr,90159588
10198,Amber Ni,Silver,,F,653.30,152a Serangoon North Avenue 1 #01-368 Singapore 551152,Ms,91912001
10199,Vincent Lian,Bronze,,M,168.20,"3 Shenton Way, #07-05 Singapore 68805",Mr,93407809
10200,Kathleen Boon,Bronze,,F,122.30,802 Bukit Batok West Avenue 5 01-01 Bukit Gombak Mrt Station Singapore 659083,Ms,89398976
10201,Penelope Shi,Silver,,F,302.30,Mayfair Gardens 2 Rifle Range Road #03-01 Singapore 588373,Ms,93942687
10202,Derek Kong,Gold,,M,982.90,20 Changi North Crescent #01-00 Singapore 499613,Mr,90453652
10203,Wendy Wen,Bronze,,F,131.50,"3 Mount Elizabeth, #04-03/04 Singapore 228510",Ms,88129845
10204,Carol Fan,Silver,,F,218.50,402 Orchard Road 05-08 Delfi Orchard Singapore 238876,Ms,86629210
10205,Cecil Liu,Bronze,,M,217.90,30 Raffles Pl #01-37 Singapore 48622,Mr,92691997
10206,Ivy Hao,Silver,,F,275.30,"9 Jurong Town Hall Road, #02-09 Singapore 609431",Ms,89645296
10207,Sally Wee,Silver,,F,539.90,1 Sophia Road 04-10r Peace Centre Singapore 228149,Ms,91438648
10208,Robin Lau,Silver,,M,401.10,19 Loyang Way 02-04 Changi International Logistics Centre Singapore 508724,Mr,86822421
10209,Helen Wei,Silver,,F,348.80,"Blk 212 Lorong 8 Toa Payoh, #01-25 Singapore 310212",Ms,87334992
10210,Ann Cha,Bronze,,F,141.20,225a East Coast Rd Singapore 428922,Ms,89801602
10211,Alan Chong,Bronze,,M,1.80,Blk 38 Defu Lane 10#02-03 Singapore 539215,Mr,90937845
10212,Alice Lam,Bronze,,F,6.10,"3 Coleman Street, #01-35 Singapore 179804",Ms,89707739
10213,Jeffrey Au,Silver,,M,535.90,196 Pandan Loop 04-15 Tan Tech Industrial Complex Singapore 128384,Mr,93956326
10214,Eva Lui,Silver,,F,435.50,410 Bedok Nth Ave 2 #01-58 Singapore 460410,Ms,87430033
10215,Leanne Lan,Bronze,,F,79.00,10 Anson Road #03-09 International Plaza Singapore 79903,Ms,93807287
10216,Daisy Ng,Silver,,F,610.50,Aia Alexandra 371 Alexandra Road #10-04 Singapore 159963,Ms,90259127
10217,Deborah Chng,Gold,,F,944.40,8d Dempsey Road Singapore 249672,Ms,93484572
10218,Paul Low,Silver,,M,488.70,7b Keppel Road Tanjong Pagar Complex Singapore 89055,Mr,93382936
10219,Keith Ong,Bronze,,M,263.20,101a Upper Cross Street #12-22 Singapore 58358,Mr,91365191
10220,Minnie Pang,Bronze,,F,254.60,399 Yung Sheng Rd #01-40 Singapore 610399,Ms,88767075
10221,Rosina Yeung,Bronze,,F,285.40,101 Towner Road Singapore 322101,Ms,90629978
10222,Janice Che,Bronze,,F,51.30,1 Bt Batok Central Link #B1-08 Singapore 658713,Ms,90112919
10223,Phillip Feng,Gold,,M,600.70,1 Chin Bee Crescent Singapore 619890,Mr,87512954
10224,Eileen Chua,Gold,,F,645.90,"10, Will Road Singapore 460460",Ms,89196869
10225,Catherine Yao,Silver,,F,378.90,665 Hougang Avenue 4 07-359 Singapore 530665,Ms,91200439
10226,Thomas Choo,Gold,,M,815.20,"1 Sophia Road, #07-23 Singapore 228149",Mr,86959411
10227,Evan Gao,Bronze,,M,181.90,135 Joo Seng Road 02-01 Singapore 368363,Mr,92223039
10228,Sean Deng,Bronze,,M,35.50,113 Eunos Avenue 3 07-17 Gordon Industrial Building Singapore 409838,Mr,88210573
10229,Philip Man,Silver,,M,558.10,492 Jurong West Street 4 01-72 Singapore 640492,Mr,90382266
10230,Gareth An,Silver,,M,536.90,Ghim Moh Market And Food Centre 20 Ghim Moh Road #01-208 Singapore 270020,Mr,88039571
10231,Alma Tong,Bronze,,F,193.60,312 Telok Kurau Road Singapore 423860,Ms,93615181
10232,Marion Fung,Bronze,,F,210.90,Ron Manufacture 7 Joo Koon Road Singapore 628971,Ms,90694971
10233,James Min,Bronze,,M,66.40,1 Harbourfront Walk #02-125 Vivocity Singapore 98585,Mr,93759814
10234,Philip Lwin,Gold,,M,794.50,Aljunied Industrial Complex 623 Aljunied Road #05-03 Singapore 389835,Mr,90778055
10235,Scott Xie,Bronze,,M,0.90,51 Ubi Avenue 1 01-01 Singapore 408933,Mr,88300865
10236,Chetan Yadav,Gold,,M,1240.30,"21 Pasir Panjang Roa, Wholesale Centre, #01-147 Singapore 110021",Mr,92164636
10237,Jane Naing,Silver,,F,625.60,Blk 626 Singapore 730626,Ms,93934379
10238,Nicholas Yin,Bronze,,M,261.20,50 Gul Rd Singapore 629351,Mr,91420506
10239,Evelyn Ng,Silver,,F,446.70,Tanglin Shopping Centre 19 Tanglin Road #B1-06 Singapore 247909,Ms,93081950
10240,Steven Zhang,Bronze,,M,69.90,Vista Point 548 Woodlands Drive 44 #01-50 Singapore 730548,Mr,87790553
10241,Amanda Yap,Gold,,F,570.00,263 Serangoon Central Dr #01-49 Singapore 550263,Ms,93164033
10242,Lyndsey Loo,Bronze,,F,142.20,260 Orchard Road#03-15 Singapore 238855,Ms,88162848
10243,Amy Lim,Bronze,,F,224.00,100e Pasir Panjang Road #04-01 Century Warehouse Singapore 118521,Ms,86558941
10244,Graham Zhai,Bronze,,M,3.40,King George's Medical Centre 803 King George's Avenue #02-216 Singapore 200803,Mr,93675236
10245,Agnes Tong,Bronze,,F,113.10,"Bedok North Ave 2 ,01-31 Singapore 460416",Ms,93633442
10246,Harold Aung,Bronze,,M,69.40,587 Bt Timah Rd #02-13 Singapore 269707,Mr,88029168
10247,Lee Tanaka,Bronze,,M,182.80,57 Kaki Bukit View Kaki Bukit Techpark Ii Singapore 415977,Mr,88834965
10248,Leonard ,Bronze,,M,93.20,2 Defu Lane 8 Singapore 539306,Mr,93817417
10249,Pamela Liang,Bronze,,F,227.80,165 Tg Pagar Rd #04-17 Singapore 88539,Ms,93775771
10250,Natasha Zhang,Gold,,F,785.00,458 Geylang Road Singapore 389417,Ms,92354729
10251,David Yi,Bronze,,M,65.80,Talib Centre 36 Purvis Street #02-01 Singapore 188613,Mr,89212107
10252,Ryan Xiong,Bronze,,M,96.40,130 Jurong East Street 13 04-233 Singapore 600130,Mr,93145013
10253,Derek Wan,Bronze,,M,16.10,"510 Upper Serangoon Road, ,04-04 Sunshine Lodge Singapore 534530",Mr,87538276
10254,Alisha Abdou,Silver,,F,602.30,706 Upper Changi Road East#01-08 Singapore 486836,Ms,90754592
10255,Dora Wang,Silver,,F,489.00,"1 Bilal Lane , Zipcode: Singapore 469075",Ms,93484842
10256,Shaun Wang,Bronze,,M,225.30,Bedok Shopping Complex 342 Bedok Road Singapore 469524,Mr,91564737
10257,Mildred Phang,Gold,,F,726.70,1 Keong Saik Road #03-18 Aia Tg Pagar Agency Office Singapore 89109,Ms,88568146
10258,William Lee,Gold,,M,1371.00,62b Temple Street Singapore 58607,Mr,93950351
10259,Hugh Luo,Silver,,M,477.30,"Blk 105 Hougang Avenue 1, #01-154 Singapore 530105",Mr,92856748
10260,Kavya Dubey,Bronze,,F,43.60,46 Temple Street Singapore 58591,Ms,93194768
10261,Carol Pang,Silver,,F,377.90,9 Jurong Town Hall Road #02-86 Ihub Singapore 609431,Ms,86917047
10262,Albert Loh,Gold,,M,687.80,515 Bedok North Avenue 2 01-205 Singapore 460515,Mr,86100982
10263,Ralph Low,Silver,,M,233.50,"164 Lentor Loop, #14-03, Bullion Park Singapore 789096",Mr,92647470
10264,Emily Kwok,Gold,,F,1211.80,12 Tuas Avenue 20 Singapore 638824,Ms,87300915
10265,Jacqueline Ng,Silver,,F,398.00,"1 North Bridge Road, #21-04, High Street Centre Singapore 179094",Ms,93327880
10266,Alice Woon,Bronze,,F,258.80,2003 Lor 8 Toa Payoh Singapore 319260,Ms,93549567
10267,Jacqueline Bi,Bronze,,F,166.20,5001 Beach Road 08-50 Golden Mile Complex Singapore 199588,Ms,93987104
10268,Jay Lau,Silver,,M,385.30,9 Sungei Kadut Street 3 Singapore 729143,Mr,90520581
10269,Cynthia Lwin,Gold,,F,1440.50,8 Shenton Way 8 Shenton Way #11-02 Singapore 68811,Ms,87608957
10270,Gavin Kwa,Bronze,,M,13.90,164 Bukit Merah Central #03-3619/3621 Singapore 150164,Mr,89798402
10271,Ivan Wee,Silver,,M,247.30,Shun Li Industrial Park 127 Kaki Bukit Avenue 1 #04-00 Singapore 415998,Mr,87871265
10272,Audrey Mei,Gold,,F,950.90,Sembawang Hills Estate 2 Jalan Kuras Singapore 577722,Ms,86059324
10273,Lynne Yang,Gold,,F,1363.20,18 Toh Yi Drive #01-105 (Along Jln Jurong Kechil Road) Singapore 590018,Ms,89654562
10274,Enid Leow,Silver,,F,478.50,Funan The Digitalife Mall 109 North Bridge Road #03-36 Singapore 179097,Ms,93417171
10275,Lilian Yew,Gold,,F,954.60,20 Mccallum Street 14-03 Asia Chambers Singapore 69046,Ms,92306629
10276,Ranveer Gole,Silver,,M,673.80,New Market Road Block 32 Food Centre 32 New Market Road #03-1116 Singapore 50032,Mr,89335369
10277,Sidney Song,Gold,,M,1270.00,Maxwell House 20 Maxwell Road #12-05 Singapore 69113,Mr,87348201
10278,Chitaksh Bava,Silver,,M,220.50,"Blk-268c, , 16-554 Boonlay Drive Singapore 643268",Mr,89376437
10279,Marion Hwee,Bronze,,F,127.80,"Blk 32 Chai Chee Ave, ,09-204 Singapore 461032",Ms,91170066
10280,Lorraine Foo,Bronze,,F,174.60,"218 Changi Road, #03-00 Singapore 419737",Ms,92105942
10281,Henry Ng,Silver,,M,231.80,53 Ang Mo Kio Ave 3 #03-12 Ang Mo Kio Hub  Singapore 569933,Mr,93769788
10282,Constance Tan,Bronze,,F,209.40,1 Fullerton Square Singapore 49178,Ms,88617579
10283,Malcolm Choo,Gold,,M,1439.00,59 Jln Pemimpin #02-02 L & Y Bldg  Singapore 577218,Mr,93678352
10284,Jeffrey Mu,Bronze,,M,255.30,West Coast Car Mart 31 West Coast Highway #01-18 Singapore 117864,Mr,93122725
10285,Jack Xu,Bronze,,M,197.00,234 Jurong East St 21 01-K1 Singapore 600234,Mr,89226422
10286,Doris Choi,Bronze,,F,154.30,26 Clementi Loop #01-55 Clementi Camp Singapore 129817,Ms,93773657
10287,Donald Ming,Gold,,M,922.90,35 Selegie Road 03-10 Park Lane Shopping Mall Singapore 188307,Mr,91414252
10288,Graham Tse,Bronze,,M,175.40,253 Alexandra Rd 02-00 Singapore 159936,Mr,88128221
10289,Joseph Cheung,Bronze,,M,53.60,1 Clementi Loop #03-05 Clementi West Logis Park Singapore 129808,Mr,90096093
10290,Pauline Tian,Silver,,F,616.00,5 Shenton Way #24-06 Uic Building Singapore 68808,Ms,91485794
10291,Alex Hua,Bronze,,M,20.80,4 Penjuru Lane G & U Districentre Singapore 609185,Mr,92539772
10292,Olive Tan,Gold,,F,603.20,161 Lavender Street 02-19 Lavender Place Singapore 338750,Ms,91121154
10293,Howard Woo,Gold,,M,790.40,20 Jalan Afifi #05-02 Certis Cisco Centre Singapore 409179,Mr,86695382
10294,Guy Tham,Silver,,M,483.30,Katong Mall 112 East Coast Road #02-38 Singapore 428802,Mr,91633129
10295,Eric Shen,Gold,,M,1112.10,"11, Unity Street, 01-03/ 04 Robertson Walk Singapore 237995",Mr,89376598
10296,Patrick Chen,Bronze,,M,259.20,161 Ceylon Road Singapore 429722,Mr,86329200
10297,Frederick Su,Gold,,M,979.10,Aia Alexandra 371 Alexandra Road #11-25 Singapore 159963,Mr,91406436
10298,Charles Chi,Gold,,M,831.90,96 Tagore Lane Sindo Industrial Estate Singapore 787538,Mr,86775285
10299,Anthony Chang,Silver,,M,269.50,Citimac Industrial Complex 605a Macpherson Road #06-02 Singapore 368240,Mr,86114717
10300,Joyce Sim,Bronze,,F,187.70,190 Middle Road #01-34 Singapore 188978,Ms,89925607
10301,Joseph Jang,Gold,,M,707.60,467 Ang Mo Kio Ave 10 #01-1004 Singapore 560467,Mr,91312352
10302,Eric Liao,Bronze,,M,267.60,3 Coleman Street 06-00 Peninsula Hotel Singapore 179804,Mr,91954294
10303,Owen Yao,Bronze,,M,252.80,10 Anson Road #20-14 International Plaza Singapore 79903,Mr,90772586
10304,Millicent Chng,Bronze,,F,179.60,1 Clover Way Singapore 579077,Ms,87168387
10305,Terence Xiang,Bronze,,M,229.00,33 Jalan Afifi #07-13 Eton House Singapore 409180,Mr,93082474
10306,Sheila Quek,Gold,,F,592.10,970 Toa Payoh North #05-01 Singapore 318992,Ms,88388339
10307,Annette Luo,Bronze,,F,226.20,3018 Bedok North Street 5 06-35 Eastlink Singapore 486132,Ms,89597312
10308,Archibald Soh,Bronze,,M,127.50,760 Choa Chu Kang North 5 10-169 Singapore 680760,Mr,89118701
10309,Elizabeth Kee,Silver,,F,450.90,5022 Ang Mo Kio Lnd Pk 2 #02-05 Avenue Singapore 569525,Ms,91904976
10310,Betty Seng,Silver,,F,298.70,112 East Coast Road #03-03 Katong Mall Singapore 428802,Ms,89480228
10311,Geoffrey Teoh,Silver,,M,207.40,8 Eu Tong Sen Street #14-94 Central Singapore 59818,Mr,90349695
10312,Clive Guo,Silver,,M,673.00,362 Upper Paya Lebar Road #04-11 Da Jin Factory Building Singapore 534963,Mr,91555477
10313,May Miao,Bronze,,F,59.40,99 Bukit Timah Road 03-06 Singapore 229835,Ms,90141940
10314,Manoj Gour,Bronze,,M,227.60,27a Jurong Port Road 01-28 Singapore 619101,Mr,87847442
10315,Derrick Tsui,Silver,,M,216.80,180 Clemenceau Avenue 01-01a Haw Par Centre Singapore 239922,Mr,86008851
10316,Stella Kwek,Bronze,,F,173.70,Olivine Building 130 Joo Seng Road #05-02 Singapore 368357,Ms,90268466
10317,Lee Chang,Gold,,M,603.70,9008 Tampines Street 93 02-19 Singapore 528843,Mr,89931512
10318,Veronica Loh,Bronze,,F,160.80,80 Robinson Road 80 Robinson Road #13-03 Singapore 68898,Ms,86108166
10319,Ben Mun,Silver,,M,640.10,46 Broadrick Road Singapore 439498,Mr,92402268
10320,Duncan Ng,Bronze,,M,135.60,"Blk 693, 03-107, Jurong West Central 1 Singapore 640693",Mr,90866932
10321,Andrew Chong,Silver,,M,432.60,Blk 131 Jalan Bukit Merah 01-1585 Singapore 160131,Mr,91294088
10322,Brian Wang,Bronze,,M,22.80,Orchard Road Singapore 247729,Mr,93310064
10323,Mitchell Lin,Silver,,M,343.70,1 Scotts Road 19-12 Shaw Centre Singapore 228208,Mr,87676781
10324,Amelia Chang,Bronze,,F,274.40,8c Kim Keat Road Singapore 328845,Ms,86413413
10325,Ruth Hang,Gold,,F,512.40,77 Science Park Drive #02-59 Cintech Iii Singapore 118256,Ms,92470635
10326,Glenys Son,Gold,,F,1132.80,"Blk 154 Serangoon North Avenue 1, #01-398 Singapore 550154",Ms,87677707
10327,Clive Chin,Bronze,,M,74.40,218 Tagore Lane Singapore 787599,Mr,91095408
10328,Edward Lou,Bronze,,M,6.20,331 River Valley Rd #01-01  Singapore 238363,Mr,89801534
10329,Matthew Xiong,Silver,,M,439.70,4 Jalan Ayer Singapore 389142,Mr,87458419
10330,Ivy Chan,Silver,,F,537.10,519 Balestier Road #02-05 Singapore 329852,Ms,91203939
10331,Nellie Soe,Silver,,F,287.70,"194 Pandan Loop, #06-07 Singapore 128383",Ms,90556785
10332,Mahi Gole,Gold,,F,1258.70,30 East Coast Road 02-14 Singapore 428751,Ms,86268149
10333,Laurence Ou,Gold,,M,1064.30,5 Shenton Way Uic Building Singapore 68808,Mr,89360371
10334,Chelsea Cui,Silver,,F,492.30,110 Middle Road #03-02d Chiat Hong Building Singapore 188968,Ms,92056453
10335,Albert Chee,Silver,,M,536.30,14 Scotts Road 02-96 Far East Plaza Singapore 228213,Mr,88841070
10336,June Xu,Bronze,,F,148.90,Geylang Road 01-09 City Plaza Singapore 409286,Ms,92879677
10337,Audrey Zou,Silver,,F,529.50,298 Beach Road The Concourse Singapore 199554,Ms,93690769
10338,Sydney Lin,Gold,,M,1477.90,627a Aljunied Road #10-09 Biztech Centre Singapore 389842,Mr,87763436
10339,Christian Wu,Bronze,,M,237.60,40 Jalan Pemimpin 02-06 Tat Ann Building Singapore 577185,Mr,93442289
10340,Ronald Chng,Bronze,,M,229.50,39 Lorong 24 Geylang Singapore 398636,Mr,91393883
10341,Darren Shu,Silver,,M,380.20,51 Telok Ayer St #01-11 Singapore 48441,Mr,86347109
10342,Jane Pang,Gold,,F,600.00,67 Ubi Crescent #02-10 Techniques Centre Singapore 408560,Ms,93107658
10343,Philip Seet,Gold,,M,785.80,"Blk 1003 Toa Payoh Ind. Park Lorong 8 ,07-1509 Singapore 319075",Mr,91424404
10344,Carol Peng,Gold,,F,700.80,10 Ubi Cresent #02-26 Ubi Techpark Singapore 408564,Ms,91965823
10345,Diane Chu,Bronze,,F,16.10,239 Bedok St 21 Singapore 881056,Ms,87207319
10346,Walter Mo,Silver,,M,375.00,21 Moonstone Lane #09-02 Poh Leng Bldg  Singapore 328462,Mr,87375356
10347,Courtney Lei,Gold,,F,1156.90,3 Temasek Boulevard #01-K18/K19 Suntec City Mall Singapore 38985,Ms,89524670
10348,Nancy Chu,Bronze,,F,82.90,10 Sinaran Drive #01-21 Novena Square 2 Singapore 307506,Ms,92577463
10349,Leslie Hwee,Silver,,M,651.10,23 Changi South Street 1 Ohio Building Singapore 486775,Mr,93868906
10350,Holly Wang,Silver,,F,594.60,Highgate 68 Toh Tuck Road #03-06 Singapore 596733,Ms,91385559
10351,Bruce Zhang,Silver,,M,506.80,"3 Coleman Street, #03-22 Singapore 179804",Mr,88519808
10352,Lorraine Chow,Bronze,,F,241.90,10 Hoe Chiang Road #05-03 Keppel Towers Singapore 89315,Ms,89125881
10353,William Tan,Gold,,M,999.20,21 Lor Mambong Singapore 277680,Mr,88037592
10354,Lily Loo,Silver,,F,480.40,196 196 Pandan Loop 05-23 Pantech Industrial Complex Singapore 128384,Ms,91773861
10355,Max Jung,Silver,,M,546.00,19 Keppel Road #06-06 Jit Poh Building Singapore 89058,Mr,93883390
10356,Mildred Seow,Silver,,F,254.10,2 Kallang Pudding Road 07-07 Singapore 349307,Ms,91419807
10357,Elsie Choong,Bronze,,F,275.40,"Top3 Media Pte Ltd 401 Havelock Road #02-13, Singapore Singapore 169631",Ms,87896654
10358,Hazel Peh,Bronze,,F,288.30,164 Bukit Merah Central #04-3643 Singapore 150164,Ms,93146035
10359,Oliver Chen,Gold,,M,1149.00,"Sin Ming Ave Blk 408 ,20-205 Singapore 570408",Mr,91839538
10360,Graham Kang,Gold,,M,1029.40,Blk 7 Marine Terrace Singapore 440007,Mr,94004267
10361,George Tun,Silver,,M,548.20,"507, Kailash Esplanade Singapore 400086",Mr,86322246
10362,Nadira Baksh,Silver,,F,640.60,Lip Hing Industrial Building 3 Pemimpin Drive #05-05 Singapore 576147,Ms,87370696
10363,Malcolm Foo,Gold,,M,737.90,237 Arcadia Road 02-03 Singapore 289844,Mr,90123371
10364,Charles Lan,Gold,,M,540.80,1 Rochor Road #02-628 Rochor Centre Singapore 180001,Mr,92988690
10365,Gerard Dong,Bronze,,M,81.60,11 Defu Lane 11 Singapore 539167,Mr,91944771
10366,Christina Seah,Bronze,,F,75.50,1 Thomson Ridge Singapore 574633,Ms,87011698
10367,Basil Png,Gold,,M,868.70,"Blk 807 Yishun Ring Road, #01-4195 Singapore 760807",Mr,88133151
10368,Kerry Poon,Silver,,M,441.70,Blk 1012 Aljunied Ave 3 #01-51  Singapore 389935,Mr,88005045
10369,Laura Xiong,Silver,,F,479.60,Ren Ci Hospital 50 Jalan Tan Tock Seng Singapore 308438,Ms,91081668
10370,Ben Lay,Bronze,,M,187.00,5 Pereira Road 04-04 Asiawide Industrial Building Singapore 368025,Mr,91292136
10371,Trevor Shang,Bronze,,M,282.80,391b Orchard Road #23-01 Singapore 238874,Mr,87755167
10372,Ella Mok,Silver,,F,464.20,1 Sophia Rd #05-13 Peace Centre  Singapore 228149,Ms,88800473
10373,Alexander Kang,Silver,,M,282.80,31 International Business Park 02-05 Creative Resource Singapore 609921,Mr,90915734
10374,Vera Guan,Bronze,,F,149.00,10 Kaki Bukit Road 1 #01-36 Kb Industrial Building Singapore 416175,Ms,92222635
10375,Shaun Lim,Gold,,M,1389.10,Block 1027 Woodlands Industrial Park D 01-172 Singapore 738778,Mr,88656080
10376,Anand Bath,Bronze,,M,218.00,10 Anson Rd #19-06a Singapore 79903,Mr,92380566
10377,Gregory Aung,Silver,,M,669.40,170 Up Bt Timah Rd 01-31/32 Singapore 588179,Mr,92488480
10378,May Teo,Gold,,F,1401.50,"Blk 204 Hougang Street 21, #02-103 Singapore 530204",Ms,86185911
10379,Bernard Chai,Bronze,,M,189.90,John Hochstadt Building 131 Lavender Street Singapore 338737,Mr,89229962
10380,Karl Sim,Gold,,M,1141.20,34 Chai Chee Ave #06-250 Singapore 461034,Mr,89481585
10381,Divya Doshi,Gold,,F,554.00,96 Whampoa Dr #14-246 Singapore 320096,Ms,89920940
10382,James Wang,Bronze,,M,113.00,At Ubi Road 3 Singapore 999999,Mr,88095659
10383,Thomas Seng,Bronze,,M,3.20,1301 Bedok Nth Ave 4 #04-05 Singapore 489945,Mr,91595618
10384,Ethel Chen,Bronze,,F,255.40,Blk 678a Woodlands Ave 6 #01-15  Singapore 731678,Ms,89272162
10385,Jean Lai,Bronze,,F,159.70,"1 Sengkang Square, #02-18 Singapore 545078",Ms,93662691
10386,Marie Zhou,Bronze,,F,11.30,80 Genting Lane #04-02a Singapore 349565,Ms,87236515
10387,Evelyn Wu,Silver,,F,250.40,548 Woodlands Drive 44 01-28 Vista Point Singapore 730548,Ms,90202942
10388,Muhammad Salim,Gold,,M,893.80,200 Jalan Sultan #03-03 Textile Centre Singapore 199018,Mr,88820130
10389,Josephine Mei,Silver,,F,234.80,"68, Senoko Road Singapore 758128",Ms,90638560
10390,Amber Pang,Silver,,F,677.00,133 New Bridge Rd #03-08 Singapore 59413,Ms,87461000
10391,Lillian Loh,Silver,,F,445.30,32 Pandan Road Singapore 609279,Ms,86487868
10392,Garry Han,Bronze,,M,214.60,176 Orchard Rd #03-29 Singapore 238843,Mr,93215825
10393,Kenneth Wong,Bronze,,M,262.20,449 Tagore Industrial Ave #04-01  Singapore 787820,Mr,87573435
10394,Shirley Neo,Bronze,,F,209.10,10 Eunos Road 8 #10-04b Post Centre Singapore 408600,Ms,93808645
10395,Ann Xiang,Bronze,,F,190.60,502 Sims Avenue Singapore 387567,Ms,93178693
10396,Justin Dai,Bronze,,M,238.80,12 Soon Lee Road Singapore 628076,Mr,90133766
10397,Amir Jalil,Gold,,M,1012.60,453 Ang Mo Kio Avenue 10 Singapore 560453,Mr,87967130
10398,Charlotte Wong,Bronze,,F,82.60,1 Fourth Chin Bee Road Singapore 619697,Ms,87185428
10399,Mathew Khoo,Silver,,M,490.70,Uic Building 5 Shenton Way #14-08 Singapore 68808,Mr,86485359
10400,Dominic Yee,Gold,,M,1119.80,4010 Ang Mo Kio Ave 10 07-01 Techplace I Singapore 569626,Mr,87689566
10401,Edward Lan,Silver,,M,249.00,"38 Woodlands Industrial Park E1, #01-06 Singapore 757700",Mr,90420005
10402,Marion Pak,Silver,,F,289.20,92 Flora Road #03-38 Edelweiss Park Singapore 507005,Ms,91935083
10403,James Goh,Gold,,M,728.10,3 Senoko Way  Singapore 758057,Mr,86214757
10404,Douglas Ku,Bronze,,M,173.30,"11 Collyer Quay, #12-04 Singapore 49317",Mr,87729324
10405,Zakariya Dallal,Silver,,M,511.00,362 Geylang Road Singapore 389378,Mr,91248299
10406,Carl Ng,Silver,,M,540.70,555 Serangoon Rd Singapore 218174,Mr,93192880
10407,Annette Yan,Bronze,,F,170.40,116 Lavender Street 04-10 Singapore 338730,Ms,89660918
10408,Hazel Won,Silver,,F,419.80,101 Cecil Street #10-07 Tong Eng Building Singapore 69533,Ms,91249919
10409,Angela Kwok,Gold,,F,962.10,"Site Office Banyan Place Lot 1877l(A0), 627841 Singapore 217390",Ms,87042442
10410,Dennis Shen,Silver,,M,460.80,"13, Pandan Crescent Singapore 128470",Mr,91190720
10411,Marjorie Yin,Gold,,F,1019.70,"Blk 304 Yishun Central, #01-147 Singapore 760304",Ms,87757172
10412,Colin Kong,Bronze,,M,72.80,56 New Upper Changi Road #01-1292 Singapore 461056,Mr,89375116
10413,Raymond Lam,Gold,,M,627.00,Keypoint 371 Beach Road #01-00 Singapore 199597,Mr,93763155
10414,Hayley Dong,Silver,,F,537.10,"279 Balestier Rd 02-07, Balestier Point, Singapore 329727",Ms,92793480
10415,Danny Gan,Bronze,,M,255.90,102 Flora Road #08-67 Singapore 509744,Mr,93584974
10416,Sam Chee,Bronze,,M,223.30,German Centre 25 International Business Park #03-77 Singapore 609916,Mr,91351613
10417,Alison Tan,Bronze,,F,209.90,"Blk 105 Hougang Avenue 1, #01-154 Singapore 530105",Ms,89260187
10418,Florence Han,Bronze,,F,185.10,141 Cecil Street #07-04 Tung Ann Association Building Singapore 69541,Ms,93285278
10419,Hannah Chia,Bronze,,F,82.30,9 Raffles Place 27-00 Republic Plaza Singapore 48619,Ms,86763636
10420,Shaun Gu,Silver,,M,540.00,22 Pasir Ris Farmway 2 Singapore 519325,Mr,92873355
10421,Shirley Ting,Gold,,F,1293.10,23b Amoy Street Singapore 69858,Ms,91068200
10422,Marina Hui,Gold,,F,1026.80,9 Penang Rd #B1-09a Singapore 238459,Ms,92093323
10423,David Chow,Gold,,M,538.50,9 Senoko Crescent Singapore 758265,Mr,90618109
10424,Jack Ni,Gold,,M,801.70,16 Sin Ming Industrial Estate Sector A 01-91 Singapore 575674,Mr,90382526
10425,Gareth Foong,Bronze,,M,247.10,20 Harbour Drive 04-03a Psa Vista Singapore 117612,Mr,90554307
10426,Naomi Ng,Bronze,,F,15.20,Blk 204 Hougang St 21 #03-101  Singapore 530204,Ms,90450875
10427,Richard Pak,Silver,,M,503.70,6 Duke's Road Singapore 268886,Mr,92079520
10428,Zeenat Rahaman,Silver,,F,217.70,146 Market Street Singapore 48945,Ms,91284566
10429,Mark Lwin,Bronze,,M,86.00,32/34 Hamilton Road Singapore 209201,Mr,89726458
10430,Michael Mao,Gold,,M,1255.90,10 Admiralty Street #02-82 North Link Building Singapore 757695,Mr,91959299
10431,Sarika Walla,Bronze,,F,271.40,625 Changi Airfreight Centre #05-25  Building E Singapore 918105,Ms,86383229
10432,Martyn Win,Silver,,M,422.40,238a Thomson Road #21-01/10 Novena Square Singapore 307684,Mr,93782795
10433,Glenys Chew,Silver,,F,449.30,16 Jalan Kilang Timor #04-04 Singapore 159308,Ms,86821130
10434,Paul Chin,Gold,,M,913.40,320 Lavender St Singapore 338820,Mr,93838274
